GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57
1400000US12086006714,12086006714,"Census Tract 67.14, Miami-Dade County, Florida",1016,184,0,13,69,59,613,193,154,109,22,29,51,46,107,67,765,177,0,13,52,62,459,192,148,104,6,11,19,22,81,64,48,37,0,13,0,13,32,36,0,13,16,27,0,13,0,13,13,19,0,13,7,11,0,13,6,16,0,13,0,13,0,13,138,61,0,13,10,16,110,59,0,13,0,13,0,13,18,28,8,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,44,44,0,13,0,13,12,19,0,13,0,13,32,40,0,13
1400000US12086006801,12086006801,"Census Tract 68.01, Miami-Dade County, Florida",1480,278,0,13,117,86,585,169,473,165,202,111,60,50,43,39,1207,256,0,13,98,75,464,153,405,157,150,102,60,50,30,31,45,40,0,13,0,13,27,31,9,15,9,14,0,13,0,13,21,26,0,13,5,9,16,24,0,13,0,13,0,13,0,13,56,49,0,13,14,22,35,43,0,13,7,11,0,13,0,13,15,23,0,13,0,13,15,23,0,13,0,13,0,13,0,13,136,81,0,13,0,13,28,23,59,68,36,30,0,13,13,22
1400000US12086006802,12086006802,"Census Tract 68.02, Miami-Dade County, Florida",1929,246,21,25,91,102,584,132,468,171,198,102,184,89,383,125,1525,208,21,25,91,102,496,128,328,134,125,62,153,84,311,114,177,97,0,13,0,13,26,29,33,32,71,75,9,16,38,40,2,4,0,13,0,13,2,4,0,13,0,13,0,13,0,13,13,16,0,13,0,13,0,13,9,14,2,5,0,13,2,4,30,43,0,13,0,13,0,13,20,28,0,13,0,13,10,16,182,103,0,13,0,13,60,45,78,70,0,13,22,26,22,25
1400000US12086006900,12086006900,"Census Tract 69, Miami-Dade County, Florida",3216,515,132,119,385,263,1321,323,726,311,298,146,219,114,135,93,2540,444,116,116,194,134,1094,278,602,284,213,110,210,112,111,87,342,158,16,27,72,85,178,148,42,39,23,21,0,19,11,20,95,90,0,19,0,19,30,37,16,26,49,78,0,19,0,19,138,189,0,19,119,187,19,30,0,19,0,19,0,19,0,19,13,20,0,19,0,19,0,19,0,19,0,19,0,19,13,20,88,108,0,19,0,19,0,19,66,105,13,21,9,14,0,19
1400000US12086007001,12086007001,"Census Tract 70.01, Miami-Dade County, Florida",4819,646,162,107,341,149,2391,432,931,269,322,184,384,168,288,165,3872,574,91,95,341,149,1936,391,741,253,216,143,276,139,271,163,360,172,39,52,0,19,164,115,89,64,32,37,19,29,17,27,395,197,32,74,0,19,225,129,49,57,0,19,89,117,0,19,77,73,0,19,0,19,25,42,52,66,0,19,0,19,0,19,14,23,0,19,0,19,14,23,0,19,0,19,0,19,0,19,101,120,0,19,0,19,27,38,0,19,74,113,0,19,0,19
1400000US12086007002,12086007002,"Census Tract 70.02, Miami-Dade County, Florida",3526,441,128,105,205,115,1759,337,736,228,222,133,336,155,140,82,2881,401,94,91,158,110,1425,355,680,220,143,120,253,136,128,81,236,138,34,53,20,33,153,100,0,19,0,19,29,35,0,19,211,137,0,19,27,42,74,66,42,43,68,65,0,19,0,19,123,107,0,19,0,19,72,83,14,22,0,19,37,58,0,19,26,29,0,19,0,19,16,25,0,19,0,19,10,16,0,19,49,40,0,19,0,19,19,30,0,19,11,19,7,16,12,19
1400000US12086007101,12086007101,"Census Tract 71.01, Miami-Dade County, Florida",1149,270,0,13,216,168,542,200,211,135,62,64,36,41,82,63,873,221,0,13,164,184,374,196,161,127,61,64,36,41,77,61,65,84,0,13,0,13,65,84,0,13,0,13,0,13,0,13,53,49,0,13,0,13,34,41,18,24,1,8,0,13,0,13,5,9,0,13,0,13,0,13,0,13,0,13,0,13,5,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,153,155,0,13,52,89,69,110,32,42,0,13,0,13,0,13
1400000US12086007103,12086007103,"Census Tract 71.03, Miami-Dade County, Florida",988,157,8,11,34,25,615,116,202,71,48,40,22,20,59,69,756,138,8,11,22,19,479,106,124,46,48,40,22,20,53,70,104,62,0,13,6,9,40,31,58,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,61,45,0,13,0,13,54,42,7,12,0,13,0,13,0,13,30,28,0,13,6,9,11,13,13,23,0,13,0,13,0,13,37,28,0,13,0,13,31,25,0,13,0,13,0,13,6,9
1400000US12086007104,12086007104,"Census Tract 71.04, Miami-Dade County, Florida",1667,197,16,25,78,73,1025,180,315,118,165,64,53,40,15,25,1244,179,16,25,78,73,814,168,198,90,104,55,34,35,0,13,87,56,0,13,0,13,44,42,24,26,0,13,19,32,0,13,50,45,0,13,0,13,41,43,9,13,0,13,0,13,0,13,38,32,0,13,0,13,30,28,0,13,8,12,0,13,0,13,104,65,0,13,0,13,44,39,60,55,0,13,0,13,0,13,144,74,0,13,0,13,52,37,24,31,53,52,0,13,15,25
1400000US12086007200,12086007200,"Census Tract 72, Miami-Dade County, Florida",1056,228,21,19,120,101,407,99,243,89,125,85,95,51,45,34,609,137,7,10,16,19,247,81,207,81,50,40,70,51,12,19,102,66,3,8,30,28,48,46,0,13,21,33,0,13,0,13,215,104,11,14,67,88,37,26,23,21,44,32,21,22,12,19,87,54,0,13,7,13,67,51,13,19,0,13,0,13,0,13,14,29,0,13,0,13,2,18,0,13,4,7,0,13,8,13,29,26,0,13,0,13,6,7,0,13,6,10,4,7,13,21
1400000US12086007300,12086007300,"Census Tract 73, Miami-Dade County, Florida",1949,239,2,6,48,42,605,138,524,121,191,86,242,75,337,98,1485,217,0,13,46,40,486,123,361,97,169,86,176,73,247,87,99,58,0,13,0,13,29,29,20,22,11,17,8,13,31,39,18,23,2,6,2,6,0,13,14,21,0,13,0,13,0,13,29,21,0,13,0,13,9,13,20,17,0,13,0,13,0,13,41,33,0,13,0,13,12,20,0,13,0,13,12,19,17,19,277,90,0,13,0,13,69,46,109,74,11,18,46,43,42,32
1400000US12086007400,12086007400,"Census Tract 74, Miami-Dade County, Florida",3262,413,14,22,97,78,1218,296,865,258,458,174,287,146,323,97,2475,379,14,22,30,37,857,260,622,226,433,173,256,141,263,90,170,101,0,19,67,67,40,45,13,22,12,22,17,26,21,24,244,193,0,19,0,19,65,100,164,115,0,19,0,19,15,24,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,373,219,0,19,0,19,256,214,66,50,13,20,14,20,24,28
1400000US12086007501,12086007501,"Census Tract 75.01, Miami-Dade County, Florida",1289,167,28,41,95,77,371,96,342,74,124,51,196,82,133,58,1051,161,28,41,86,72,302,84,276,67,88,43,165,78,106,54,104,67,0,13,0,13,44,41,26,24,10,15,6,10,18,16,20,19,0,13,9,13,11,13,0,13,0,13,0,13,0,13,22,18,0,13,0,13,7,10,9,11,0,13,0,13,6,9,4,6,0,13,0,13,0,13,4,6,0,13,0,13,0,13,88,70,0,13,0,13,7,10,27,33,26,32,25,35,3,4
1400000US12086007503,12086007503,"Census Tract 75.03, Miami-Dade County, Florida",445,89,0,13,39,37,180,67,107,36,3,4,45,30,71,28,317,76,0,13,17,23,144,42,72,35,3,4,34,28,47,30,11,19,0,13,0,13,0,13,5,9,0,13,3,7,3,7,3,5,0,13,0,13,3,5,0,13,0,13,0,13,0,13,39,42,0,13,13,20,26,39,0,13,0,13,0,13,0,13,17,15,0,13,9,13,0,13,4,6,0,13,0,13,4,7,58,32,0,13,0,13,7,12,26,15,0,13,8,15,17,26
1400000US12086007601,12086007601,"Census Tract 76.01, Miami-Dade County, Florida",1533,190,14,21,144,69,696,176,387,89,89,42,100,56,103,49,1168,158,14,21,112,53,523,152,287,75,52,32,82,53,98,48,181,90,0,13,32,36,110,72,26,23,6,9,7,11,0,13,5,8,0,13,0,13,0,13,0,13,0,13,0,13,5,8,10,12,0,13,0,13,0,13,10,12,0,13,0,13,0,13,58,68,0,13,0,13,0,13,58,68,0,13,0,13,0,13,111,54,0,13,0,13,63,42,6,8,31,26,11,12,0,13
1400000US12086007603,12086007603,"Census Tract 76.03, Miami-Dade County, Florida",1375,354,35,50,118,70,797,300,235,89,78,71,36,36,76,43,1049,279,35,50,66,51,563,210,220,86,64,68,25,31,76,43,60,52,0,13,8,18,47,47,0,13,5,11,0,13,0,13,57,40,0,13,8,11,44,40,0,13,0,13,5,9,0,13,78,61,0,13,36,42,24,27,3,8,9,15,6,9,0,13,119,135,0,13,0,13,119,135,0,13,0,13,0,13,0,13,12,20,0,13,0,13,0,13,12,20,0,13,0,13,0,13
1400000US12086007604,12086007604,"Census Tract 76.04, Miami-Dade County, Florida",3043,343,0,19,231,100,1479,294,555,170,388,154,265,137,125,72,2332,303,0,19,144,79,1052,253,505,173,372,152,194,114,65,45,134,98,0,19,26,45,74,71,23,29,0,19,11,20,0,19,280,135,0,19,22,33,191,123,19,31,16,26,13,25,19,32,114,73,0,19,39,40,26,43,8,14,0,19,17,26,24,29,172,129,0,19,0,19,136,120,0,19,0,19,30,40,6,11,11,20,0,19,0,19,0,19,0,19,0,19,0,19,11,20
1400000US12086007605,12086007605,"Census Tract 76.05, Miami-Dade County, Florida",2697,421,74,64,441,228,1306,288,540,143,165,94,90,55,81,59,1964,338,55,57,258,134,977,241,434,147,110,74,73,46,57,47,306,158,0,13,13,22,184,110,59,56,17,28,17,30,16,27,203,174,19,30,123,138,61,53,0,13,0,13,0,13,0,13,9,14,0,13,9,14,0,13,0,13,0,13,0,13,0,13,93,85,0,13,22,27,47,77,14,22,10,16,0,13,0,13,122,75,0,13,16,21,37,42,33,37,28,45,0,13,8,13
1400000US12086007606,12086007606,"Census Tract 76.06, Miami-Dade County, Florida",3026,360,73,64,202,116,1299,220,655,156,272,135,269,124,256,92,2218,340,48,57,185,113,884,166,505,147,143,107,246,128,207,90,230,93,0,19,0,19,133,81,84,52,13,22,0,19,0,19,228,104,25,29,17,27,45,76,30,33,95,104,9,15,7,13,71,76,0,19,0,19,71,76,0,19,0,19,0,19,0,19,167,99,0,19,0,19,121,95,36,28,0,19,0,19,10,16,112,55,0,19,0,19,45,43,0,19,21,24,14,23,32,31
1400000US12086007701,12086007701,"Census Tract 77.01, Miami-Dade County, Florida",2779,464,17,29,357,178,1032,313,898,243,162,100,202,92,111,63,2162,416,0,19,316,179,695,232,775,230,151,99,153,82,72,50,364,196,17,29,37,43,210,144,65,69,0,19,24,31,11,20,97,83,0,19,4,9,47,52,46,69,0,19,0,19,0,19,11,19,0,19,0,19,0,19,0,19,11,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,145,89,0,19,0,19,80,77,12,19,0,19,25,33,28,33
1400000US12086007702,12086007702,"Census Tract 77.02, Miami-Dade County, Florida",3394,419,41,42,174,118,1604,360,732,155,403,151,271,100,169,113,3030,412,41,42,140,110,1484,362,684,152,362,145,207,97,112,80,194,119,0,19,22,34,84,61,33,36,25,32,30,34,0,19,28,39,0,19,0,19,12,29,0,19,0,19,16,26,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,12,26,0,19,12,26,0,19,0,19,0,19,0,19,0,19,130,106,0,19,0,19,24,38,15,25,16,26,18,27,57,85
1400000US12086007704,12086007704,"Census Tract 77.04, Miami-Dade County, Florida",2393,388,0,13,160,106,1041,249,753,220,179,118,161,87,99,51,1801,315,0,13,119,102,882,230,514,166,110,66,100,64,76,45,143,187,0,13,0,13,67,92,67,95,0,13,0,13,9,12,256,137,0,13,41,52,55,55,107,94,23,33,16,24,14,17,95,86,0,13,0,13,29,37,57,64,9,14,0,13,0,13,8,14,0,13,0,13,0,13,8,14,0,13,0,13,0,13,90,74,0,13,0,13,8,12,0,13,37,46,45,56,0,13
1400000US12086007705,12086007705,"Census Tract 77.05, Miami-Dade County, Florida",2681,311,0,13,104,82,1203,253,530,158,345,156,227,111,272,131,2030,323,0,13,40,59,931,249,465,144,233,100,138,84,223,136,269,138,0,13,54,57,166,91,22,28,0,13,0,13,27,43,176,112,0,13,0,13,49,54,43,77,47,67,37,44,0,13,57,88,0,13,0,13,57,88,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,149,99,0,13,10,16,0,13,0,13,65,86,52,61,22,35
1400000US12086007801,12086007801,"Census Tract 78.01, Miami-Dade County, Florida",466,111,5,8,46,33,157,68,139,52,48,28,45,32,26,20,366,99,5,8,46,33,108,67,114,44,34,24,41,31,18,18,62,44,0,13,0,13,30,22,21,31,4,6,4,8,3,6,8,13,0,13,0,13,4,6,0,13,4,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,5,0,13,0,13,0,13,0,13,2,5,0,13,0,13,28,20,0,13,0,13,15,16,4,7,4,6,0,13,5,7
1400000US12086007804,12086007804,"Census Tract 78.04, Miami-Dade County, Florida",3591,535,52,66,147,130,1912,387,779,248,297,164,194,139,210,117,2705,501,13,21,135,128,1369,370,658,233,175,107,194,139,161,104,121,74,0,19,12,20,72,51,13,20,24,38,0,19,0,19,555,256,39,63,0,19,332,183,86,89,98,130,0,19,0,19,56,52,0,19,0,19,34,43,22,35,0,19,0,19,0,19,50,58,0,19,0,19,50,58,0,19,0,19,0,19,0,19,104,86,0,19,0,19,55,60,0,19,0,19,0,19,49,65
1400000US12086007805,12086007805,"Census Tract 78.05, Miami-Dade County, Florida",2432,263,35,33,147,84,980,212,641,175,270,109,155,74,204,85,1720,228,17,25,114,72,640,186,463,140,239,101,122,65,125,70,181,84,7,12,18,27,112,64,19,21,0,13,7,11,18,23,114,66,11,21,0,13,35,42,42,46,11,17,0,13,15,13,172,111,0,13,15,23,119,101,27,42,0,13,11,17,0,13,68,64,0,13,0,13,55,61,0,13,13,19,0,13,0,13,177,87,0,13,0,13,19,30,90,65,7,11,15,18,46,40
1400000US12086007806,12086007806,"Census Tract 78.06, Miami-Dade County, Florida",2093,199,23,25,96,69,604,161,641,140,300,130,241,98,188,65,1690,199,4,9,79,68,469,148,565,136,234,120,191,90,148,62,167,96,0,13,3,8,73,75,13,20,42,47,18,21,18,24,39,35,0,13,0,13,14,23,7,11,0,13,0,13,18,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,37,11,19,0,13,0,13,11,18,0,13,0,13,0,13,175,95,8,14,14,23,48,57,45,38,24,34,32,32,4,8
1400000US12086007807,12086007807,"Census Tract 78.07, Miami-Dade County, Florida",2115,246,14,23,260,120,599,158,697,156,246,77,142,74,157,65,1578,230,0,13,199,106,449,119,553,143,196,72,91,58,90,60,133,69,14,23,4,8,29,35,37,32,0,13,35,31,14,23,170,97,0,13,0,13,82,80,65,50,23,35,0,13,0,13,7,12,0,13,7,12,0,13,0,13,0,13,0,13,0,13,27,43,0,13,27,43,0,13,0,13,0,13,0,13,0,13,200,86,0,13,23,34,39,41,42,36,27,36,16,17,53,45
1400000US12086007901,12086007901,"Census Tract 79.01, Miami-Dade County, Florida",1676,236,28,25,94,65,518,125,485,138,115,55,229,85,207,75,1250,192,28,25,60,54,394,109,342,99,75,49,196,74,155,58,48,38,0,13,7,12,0,13,20,25,7,11,14,16,0,13,44,41,0,13,0,13,28,35,0,13,6,10,0,13,10,16,15,18,0,13,7,12,0,13,0,13,0,13,0,13,8,13,149,99,0,13,11,18,45,34,87,96,6,11,0,13,0,13,170,68,0,13,9,17,51,50,36,27,21,28,19,24,34,33
1400000US12086007902,12086007902,"Census Tract 79.02, Miami-Dade County, Florida",1530,213,0,13,40,39,650,151,393,101,113,57,207,84,127,53,1271,216,0,13,40,39,527,165,371,100,92,53,171,78,70,36,66,50,0,13,0,13,33,31,7,12,0,13,8,12,18,28,97,89,0,13,0,13,79,86,0,13,0,13,9,13,9,15,29,44,0,13,0,13,11,17,0,13,0,13,0,13,18,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,67,53,0,13,0,13,0,13,15,25,21,24,19,20,12,17
1400000US12086008000,12086008000,"Census Tract 80, Miami-Dade County, Florida",2329,348,12,22,135,143,997,368,520,157,187,86,200,94,278,122,1561,257,12,22,101,136,615,188,388,120,141,73,111,52,193,102,180,121,0,19,20,34,92,83,33,43,0,19,10,17,25,29,15,24,0,19,0,19,0,19,0,19,0,19,0,19,15,24,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,105,89,0,19,14,23,0,19,27,40,36,67,13,22,15,24,468,302,0,19,0,19,290,288,72,63,10,16,66,76,30,35
1400000US12086008101,12086008101,"Census Tract 81.01, Miami-Dade County, Florida",1551,147,1,2,89,64,425,99,480,120,368,109,97,55,91,45,1287,170,0,13,76,56,358,97,392,121,319,107,72,51,70,41,65,67,0,13,0,13,22,29,24,32,19,31,0,13,0,13,35,38,1,2,13,19,0,13,0,13,0,13,21,32,0,13,13,21,0,13,0,13,13,21,0,13,0,13,0,13,0,13,1,2,0,13,0,13,0,13,1,2,0,13,0,13,0,13,150,69,0,13,0,13,32,28,63,43,30,27,4,9,21,22
1400000US12086008102,12086008102,"Census Tract 81.02, Miami-Dade County, Florida",2308,233,36,40,194,99,766,148,596,121,373,115,175,83,168,62,1782,257,35,40,153,92,597,130,439,115,282,114,146,75,130,58,207,84,0,13,24,38,71,55,65,52,17,21,15,22,15,24,159,92,1,2,0,13,23,33,92,73,33,30,1,2,9,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,63,57,0,13,17,28,15,22,0,13,22,26,0,13,9,16,97,62,0,13,0,13,60,53,0,13,19,19,13,21,5,9
1400000US12086008202,12086008202,"Census Tract 82.02, Miami-Dade County, Florida",2017,185,42,34,137,81,641,143,705,155,245,94,125,59,122,53,1590,190,32,30,137,81,498,137,497,129,202,91,109,56,115,51,244,108,10,16,0,13,80,64,154,85,0,13,0,13,0,13,29,25,0,13,0,13,13,15,8,13,0,13,8,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,35,38,0,13,0,13,17,27,18,21,0,13,0,13,0,13,119,63,0,13,0,13,33,34,28,36,43,46,8,12,7,11
1400000US12086008205,12086008205,"Census Tract 82.05, Miami-Dade County, Florida",1828,237,13,16,114,75,632,169,432,128,225,91,263,107,149,65,1354,221,6,10,59,62,473,134,314,124,196,90,202,100,104,51,265,167,0,13,19,29,126,113,61,37,29,32,30,34,0,13,69,58,7,12,11,17,0,13,32,42,0,13,0,13,19,30,14,23,0,13,14,23,0,13,0,13,0,13,0,13,0,13,11,18,0,13,11,18,0,13,0,13,0,13,0,13,0,13,115,81,0,13,0,13,33,51,25,29,0,13,31,48,26,24
1400000US12086008206,12086008206,"Census Tract 82.06, Miami-Dade County, Florida",1961,265,11,19,100,71,701,160,532,142,248,79,224,94,145,52,1546,287,0,13,79,69,531,155,393,144,228,81,187,85,128,50,245,84,0,13,0,13,141,75,75,44,14,22,15,23,0,13,71,67,0,13,21,28,29,46,21,32,0,13,0,13,0,13,6,11,0,13,0,13,0,13,0,13,6,11,0,13,0,13,8,12,0,13,0,13,0,13,8,12,0,13,0,13,0,13,85,63,11,19,0,13,0,13,35,49,0,13,22,28,17,26
1400000US12086008207,12086008207,"Census Tract 82.07, Miami-Dade County, Florida",1947,189,11,16,145,89,515,128,637,116,210,78,270,105,159,79,1611,170,10,16,145,89,403,130,562,116,183,76,192,92,116,69,206,121,0,13,0,13,52,54,39,29,26,29,63,83,26,21,19,22,1,4,0,13,5,10,13,20,0,13,0,13,0,13,10,16,0,13,0,13,0,13,0,13,0,13,0,13,10,16,5,10,0,13,0,13,0,13,0,13,0,13,0,13,5,10,96,56,0,13,0,13,55,46,23,27,1,4,15,19,2,4
1400000US12086008208,12086008208,"Census Tract 82.08, Miami-Dade County, Florida",1811,254,23,27,175,118,824,207,435,113,207,91,78,69,69,43,1259,263,10,17,102,84,567,210,371,124,145,78,31,29,33,30,238,115,13,21,64,59,93,72,23,28,19,21,26,33,0,13,138,83,0,13,0,13,74,60,0,13,43,37,21,38,0,13,37,38,0,13,0,13,37,38,0,13,0,13,0,13,0,13,21,29,0,13,0,13,1,2,20,29,0,13,0,13,0,13,118,86,0,13,9,18,52,64,21,30,0,13,0,13,36,40
1400000US12086008209,12086008209,"Census Tract 82.09, Miami-Dade County, Florida",2130,181,50,42,76,45,698,117,663,110,402,117,143,66,98,50,1695,217,46,43,72,41,540,136,484,110,344,113,127,59,82,47,198,92,0,13,4,11,67,72,89,54,29,28,0,13,9,12,32,34,0,13,0,13,18,27,14,17,0,13,0,13,0,13,10,16,0,13,0,13,0,13,10,16,0,13,0,13,0,13,50,39,4,9,0,13,21,23,9,15,0,13,16,18,0,13,145,92,0,13,0,13,52,61,57,46,29,44,0,13,7,12
1400000US12086008304,12086008304,"Census Tract 83.04, Miami-Dade County, Florida",3005,577,169,152,455,248,1336,461,722,365,140,82,171,92,12,19,2281,484,103,130,367,210,1218,447,335,169,97,73,149,89,12,19,174,120,0,19,0,19,51,52,101,105,0,19,22,28,0,19,306,278,0,19,88,130,16,25,174,205,28,33,0,19,0,19,66,88,66,88,0,19,0,19,0,19,0,19,0,19,0,19,112,169,0,19,0,19,0,19,112,169,0,19,0,19,0,19,66,95,0,19,0,19,51,92,0,19,15,27,0,19,0,19
1400000US12086008305,12086008305,"Census Tract 83.05, Miami-Dade County, Florida",2673,290,66,54,138,87,1158,212,693,170,236,80,206,94,176,72,2095,268,52,49,106,79,933,185,534,156,194,72,144,72,132,70,250,130,14,23,0,19,109,94,63,52,15,17,44,55,5,8,74,61,0,19,0,19,62,57,12,17,0,19,0,19,0,19,33,38,0,19,19,31,14,23,0,19,0,19,0,19,0,19,46,46,0,19,0,19,15,22,9,15,10,15,0,19,12,22,175,76,0,19,13,19,25,26,75,54,17,25,18,20,27,23
1400000US12086008306,12086008306,"Census Tract 83.06, Miami-Dade County, Florida",3960,547,131,109,326,182,1597,393,1122,308,520,126,196,109,68,63,3259,510,65,87,216,147,1191,358,1092,307,480,128,147,99,68,63,232,133,13,26,0,19,198,127,21,24,0,19,0,19,0,19,192,114,53,72,110,84,29,34,0,19,0,19,0,19,0,19,19,22,0,19,0,19,10,16,9,16,0,19,0,19,0,19,127,114,0,19,0,19,87,98,0,19,40,62,0,19,0,19,131,120,0,19,0,19,82,112,0,19,0,19,49,54,0,19
1400000US12086008307,12086008307,"Census Tract 83.07, Miami-Dade County, Florida",3461,348,62,42,370,136,1481,295,713,138,336,133,339,148,160,65,2487,298,43,37,175,95,1022,243,584,133,262,124,269,112,132,58,376,218,7,12,58,76,189,93,47,52,26,23,33,51,16,27,253,142,0,19,33,37,134,114,64,46,22,35,0,19,0,19,18,23,0,19,0,19,6,14,0,19,0,19,0,19,12,18,221,101,12,20,104,86,56,48,12,18,0,19,37,57,0,19,106,72,0,19,0,19,74,57,6,9,26,41,0,19,0,19
1400000US12086008308,12086008308,"Census Tract 83.08, Miami-Dade County, Florida",2799,319,14,19,397,166,1241,254,540,131,342,146,174,81,91,45,2392,290,0,19,323,141,1065,229,460,137,307,141,155,78,82,43,242,152,10,17,57,85,95,60,67,55,7,11,6,9,0,19,109,68,4,9,17,28,38,46,13,20,28,36,0,19,9,14,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,29,36,0,19,0,19,29,36,0,19,0,19,0,19,0,19,27,29,0,19,0,19,14,21,0,19,0,19,13,19,0,19
1400000US12086008309,12086008309,"Census Tract 83.09, Miami-Dade County, Florida",1017,290,35,38,147,94,338,135,291,151,170,113,12,20,24,32,879,281,26,38,111,82,299,137,245,144,163,112,11,20,24,32,48,47,0,19,11,19,21,34,15,19,0,19,1,10,0,19,61,55,0,19,25,42,15,24,14,19,7,13,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,29,36,9,18,0,19,3,10,17,30,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
1400000US12086008405,12086008405,"Census Tract 84.05, Miami-Dade County, Florida",3025,624,15,24,136,87,1099,445,719,225,348,129,403,145,305,171,2381,539,15,24,136,87,884,347,554,209,265,117,290,137,237,157,200,103,0,19,0,19,37,41,61,50,11,16,72,68,19,31,80,68,0,19,0,19,0,19,12,19,52,50,16,26,0,19,59,72,0,19,0,19,59,72,0,19,0,19,0,19,0,19,107,163,0,19,0,19,107,163,0,19,0,19,0,19,0,19,198,98,0,19,0,19,12,21,92,66,20,33,25,29,49,48
1400000US12086008407,12086008407,"Census Tract 84.07, Miami-Dade County, Florida",3650,383,16,26,62,61,1542,238,841,253,542,148,303,206,344,139,3034,352,16,26,41,51,1418,241,663,228,423,137,197,133,276,134,330,150,0,19,0,19,72,66,123,85,35,34,66,95,34,40,118,89,0,19,0,19,52,63,12,20,33,58,16,27,5,9,21,33,0,19,21,33,0,19,0,19,0,19,0,19,0,19,15,23,0,19,0,19,0,19,0,19,15,23,0,19,0,19,132,66,0,19,0,19,0,19,43,40,36,35,24,26,29,32
1400000US12086008409,12086008409,"Census Tract 84.09, Miami-Dade County, Florida",2651,289,71,67,148,81,976,224,702,149,260,88,308,107,186,64,2067,269,57,65,109,72,794,184,523,120,217,88,224,89,143,61,199,112,0,19,11,17,49,54,107,85,0,19,20,24,12,24,99,55,5,11,0,19,31,43,0,19,18,19,31,29,14,16,57,37,9,17,12,17,9,14,10,17,0,19,10,17,7,12,38,37,0,19,16,25,15,24,0,19,7,12,0,19,0,19,191,94,0,19,0,19,78,54,62,54,18,20,23,22,10,12
1400000US12086008410,12086008410,"Census Tract 84.10, Miami-Dade County, Florida",3375,430,115,81,375,194,1085,317,744,252,613,218,295,136,148,68,2625,331,32,48,299,145,884,284,644,248,413,174,233,121,120,66,373,181,23,37,76,84,104,97,42,49,66,64,62,53,0,19,79,69,0,19,0,19,0,19,43,50,36,51,0,19,0,19,105,81,34,50,0,19,35,50,0,19,24,40,0,19,12,21,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,193,131,26,43,0,19,62,77,15,23,74,71,0,19,16,26
